ProductName,Stars,Ratings,Reviews,Current_Price,MRP,Proccessor,Ram,Storage,,,,,,,,,
Lenovo Thinkbook Core i3 11th Gen,0,0,0,45500,89900,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
ASUS Asus Vivobook 15 Core i5 11th Gen,3.3,4,2,45980,59500,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
HP Pavilion Gaming Ryzen 5 Hexa Core 4600H,4.5,354,37,61500,75000,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,1 TB HDD|256 GB SSD,,,,,,,,,
DELL DELL 5590 Core i5 10th Gen,0,0,0,69899,76000,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
acer Swift 3 Core i5 8th Gen,3.4,36,7,59434,65546,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,256 GB SSD,,,,,,,,,
HP Ryzen 3 Dual Core,3.5,18,2,27990,43628,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,256 GB SSD,,,,,,,,,
Lenovo IdeaPad 3 Core i3 10th Gen,4.3,8,0,31990,53790,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,256 GB SSD,,,,,,,,,
Avita PURA APU Dual Core A6,3.7,1597,228,17990,27990,AMD APU Dual Core A6 Processor,4 GB DDR4 RAM,128 GB SSD,,,,,,,,,
ASUS Vivobook 15 Core i5 11th Gen,0,0,0,50990,66990,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
Lenovo IdeaPad 3 Chromebook Celeron Dual Core,3.5,1369,162,19990,24840,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,29.46 cm (11.6 Inch) Display,,,,,,,,,
realme Book(Slim) Intel Evo Core i5 11th Gen,4.4,7067,949,59990,69999,Powered by 11th Gen Intel Evo Core i5 Processor,Microsoft Office 2019 Home & Student Included,Intel Core i5 Processor (11th Gen),,,,,,,,,
HP Intel Core i5 11th Gen,4.3,1650,136,61000,64011,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
Vaio E Series Ryzen 7 Quad Core 3700U,3.7,178,34,57990,76090,AMD Ryzen 7 Quad Core Processor,8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
Nokia PureBook S14 Core i5 10th Gen,3.9,462,88,43990,74990,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
Vaio E Series Ryzen 7 Quad Core 3700U,3.7,178,34,52990,76090,AMD Ryzen 7 Quad Core Processor,8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
DELL Vostro Core i3 11th Gen,3.9,2225,226,40500,44780,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD,,,,,,,,,
Avita Liber V14 Ryzen 5 Quad Core 3500U,4.1,2586,497,49990,55490,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
ASUS Chromebook Celeron Dual Core,3.8,1119,163,21990,24990,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,35.56 cm (14 inch) Display,,,,,,,,,
HP G8 Ryzen 3 Dual Core 3250U,3.5,39,3,28490,41610,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,1 TB HDD,,,,,,,,,
Lenovo Ideapad S145 Core i3 10th Gen,4,811,101,36490,39956,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,256 GB SSD,,,,,,,,,
HP Core i3 11th Gen,3.6,17,4,37990,44176,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
Avita Liber Core i7 10th Gen,3.8,316,59,51990,83390,Intel Core i7 Processor (10th Gen),16 GB DDR4 RAM,1 TB SSD,,,,,,,,,
Lenovo Ideapad S145 Ryzen 3 Dual Core 3200U,3.9,6201,932,30490,37190,AMD Ryzen 3 Dual Core Processor,4 GB DDR4 RAM,1 TB HDD,,,,,,,,,
Lenovo Ideapad 330 Ryzen 5 Quad Core 2500U,4.1,4191,775,29990,39577,AMD Ryzen 5 Quad Core Processor,4 GB DDR4 RAM,1 TB HDD,,,,,,,,,
ASUS Vivo Book Core i3 10th Gen,4.6,8,0,38000,42990,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,1 TB HDD,,,,,,,,,
HP Laptop 255 G8 Notebook Ryzen 3 Dual Core AMD Ryzen 3,3.5,30,4,32283,39498,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,1 TB HDD,,,,,,,,,
HP Core i3 10th Gen,4,45,3,39643,0,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,1 TB HDD,,,,,,,,,
ASUS Asus Vivobook 15 Core i5 11th Gen,3.3,4,2,49990,68990,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
DELL Inspiron Core i5 12th Gen,0,0,0,67990,78276,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
HP Core i3 11th Gen,0,0,0,39676,44616,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD,,,,,,,,,
Lenovo IdeaPad 3 Core i3 10th Gen,4.3,8,0,31990,53790,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,256 GB SSD,,,,,,,,,
HP 15s Intel Core i5 11th Gen,3.5,15,0,59980,73034,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
Avita Liber Core i5 7th Gen,0,0,0,65556,79990,Intel Core i5 Processor (7th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
Avita Liber Core i5 7th Gen,0,0,0,65556,79990,Intel Core i5 Processor (7th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
realme Book(Slim) Intel Evo Core i5 11th Gen,4.4,7067,949,59990,69999,Powered by 11th Gen Intel Evo Core i5 Processor,Microsoft Office 2019 Home & Student Included,Intel Core i5 Processor (11th Gen),,,,,,,,,
Avita Liber Core i5 7th Gen,0,0,0,65556,79990,Intel Core i5 Processor (7th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
ASUS Ryzen 5 Quad Core 3rd Gen,3,5,1,41990,57990,AMD Ryzen 5 Quad Core Processor (3rd Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
Nokia PureBook S14 Core i5 11th Gen,4,95,20,47990,82990,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
DELL Inspiron Core i5 11th Gen,4.2,147,14,55990,75946,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD,,,,,,,,,
HP Chromebook MediaTek Kompanio 500,3.8,5944,681,20691,25451,MediaTek MediaTek Kompanio 500 Processor,4 GB LPDDR4X RAM,29.46 cm (11.6 inch) Touchscreen Display,,,,,,,,,
DELL Inspiron Core i5 11th Gen,3.9,58,8,62490,87150,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD,,,,,,,,,
DELL INSPIRON Core i3 10th Gen,4,591,56,47899,49078,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD,,,,,,,,,
Lenovo Ideapad Slim 3i (2021) Core i5 11th Gen,4.3,553,52,62615,74390,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
Lenovo IdeaPad Core i3 10th Gen,4.2,489,53,38500,52250,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,256 GB SSD,,,,,,,,,
Lenovo Ideapad 530s Core i5 8th Gen,4.4,22,3,59999,80000,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
DELL Inspiron Core i3 4th Gen,3.3,37,8,32000,33000,Intel Core i3 Processor (4th Gen),4 GB DDR3 RAM,1 TB HDD,,,,,,,,,
Lenovo Yoga Slim 7 Core i5 10th Gen,3.9,23,3,68999,101090,Intel Core i5 Processor (10th Gen),8 GB LPDDR4X RAM,512 GB SSD,,,,,,,,,
ASUS Ryzen 3 Dual Core 3250U,4.2,220,34,35500,37990,AMD Ryzen 3 Dual Core Processor,4 GB DDR4 RAM,256 GB SSD,,,,,,,,,
HP Pavilion 15,4.1,23,3,64990,68270,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,1 TB HDD,,,,,,,,,
Lenovo Core i3 11th Gen,3.8,61,5,33990,39000,Intel Core i3 Processor (11th Gen),4 GB DDR4 RAM,256 GB SSD,,,,,,,,,
Lenovo Core i5 11th Gen,4,34,5,65990,97890,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
ASUS Core i3 10th Gen,3.3,478,72,30990,46990,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD,,,,,,,,,
acer Extensa 15 Pentium Quad Core,3.3,93,11,25490,38999,Intel Pentium Quad Core Processor,4 GB DDR4 RAM,1 TB HDD,,,,,,,,,
DELL Ryzen 5 Hexa Core 5625U,0,0,0,52990,70250,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
Lenovo IdeaPad 3 Core i3 10th Gen,4.3,8,0,31990,53790,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,256 GB SSD,,,,,,,,,
ASUS Celeron Dual Core,3.7,17745,2300,22990,30990,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,1 TB HDD,,,,,,,,,
DELL Vostro Core i3 11th Gen,0,0,0,44490,56437,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
acer Aspire 5 Core i3 12th Gen,0,0,0,47990,59999,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
realme Book(Slim) Intel Evo Core i5 11th Gen,4.4,7067,949,59990,69999,Powered by 11th Gen Intel Evo Core i5 Processor,Microsoft Office 2019 Home & Student Included,Intel Core i5 Processor (11th Gen),,,,,,,,,
Lenovo Intel Celeron Dual Core 4th Gen,2.9,93,19,22700,34890,Intel Celeron Dual Core Processor (4th Gen),4 GB LPDDR4 RAM,35.56 cm (14 inch) Display,,,,,,,,,
DELL Vostro Core i3 11th Gen,3.1,8,0,44690,59781,Intel Core i3 Processor (11th Gen),4 GB DDR4 RAM,1 TB HDD|256 GB SSD,,,,,,,,,
Avita PURA APU Dual Core A6,3.7,1597,228,18490,27990,AMD APU Dual Core A6 Processor,4 GB DDR4 RAM,128 GB SSD,,,,,,,,,
DELL Inspiron Core i3 11th Gen,0,0,0,45090,59550,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
DELL Inspiron Ryzen 3 Dual Core 3250U,3.4,30,4,37390,51574,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,1 TB HDD,,,,,,,,,
acer Aspire 3 Pentium Quad Core,4.2,5783,904,27490,32999,Intel Pentium Quad Core Processor,4 GB DDR3 RAM,500 GB HDD,,,,,,,,,
ASUS Vivobook 14 Core i3 10th Gen,3.2,40,7,33990,42990,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,1 TB HDD,,,,,,,,,
Lenovo APU Dual Core A9 A99425,3.7,108,17,25250,28000,AMD APU Dual Core A9 Processor,4 GB DDR4 RAM,1 TB HDD,,,,,,,,,
HP Chromebook MediaTek Kompanio 500,3.8,5944,681,22990,25451,MediaTek MediaTek Kompanio 500 Processor,4 GB LPDDR4X RAM,29.46 cm (11.6 inch) Touchscreen Display,,,,,,,,,
Lenovo Core i3 11th Gen,3.5,171,25,33990,45832,Intel Core i3 Processor (11th Gen),4 GB DDR4 RAM,1 TB HDD,,,,,,,,,
DELL Inspiron Ryzen 5 Hexa Core 5625U,0,0,0,53990,68782,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
DELL Core i3 10th Gen,3.3,122,20,41990,54992,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD,,,,,,,,,
acer Aspire 5 Core i5 8th Gen,4,75,21,61990,62549,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,1 TB HDD,,,,,,,,,
DELL Core i3 10th Gen,2.9,105,8,46000,59101,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD,,,,,,,,,
acer Aspire 3 Core i5 10th Gen,3.3,37,6,49745,56491,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD,,,,,,,,,
DELL Ryzen 3 Dual Core 3250U,3.5,17,3,39990,53640,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,256 GB SSD,,,,,,,,,
DELL Core i3 10th Gen,3.3,122,20,41990,54992,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD,,,,,,,,,
DELL Inspiron Ryzen 5 Hexa Core 5625U,0,0,0,53990,68782,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
DELL Ryzen 3 Dual Core 3250U,3.5,17,3,39990,53640,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,256 GB SSD,,,,,,,,,
Lenovo IdeaPad 3 Core i3 10th Gen,4.3,8,0,31990,53790,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,256 GB SSD,,,,,,,,,
acer Aspire 5 Core i5 8th Gen,4,75,21,61990,62549,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,1 TB HDD,,,,,,,,,
DELL Core i3 10th Gen,2.9,105,8,46000,59101,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD,,,,,,,,,
Lenovo E41 APU Dual Core A6 A6,3.4,39,11,27490,29000,AMD APU Dual Core A6 Processor,4 GB DDR4 RAM,1 TB HDD,,,,,,,,,
realme Book(Slim) Intel Evo Core i5 11th Gen,4.4,7067,949,59990,69999,Powered by 11th Gen Intel Evo Core i5 Processor,Microsoft Office 2019 Home & Student Included,Intel Core i5 Processor (11th Gen),,,,,,,,,
Smartron t.book flex Core i5 7th Gen,3.9,28,4,52990,55999,Intel Core i5 Processor (7th Gen),4 GB DDR3 RAM,128 GB SSD,,,,,,,,,
Smartron t.book flex Core i5 7th Gen,3.5,30,9,53490,55999,Intel Core i5 Processor (7th Gen),4 GB DDR3 RAM,128 GB SSD,,,,,,,,,
HP Chromebook MediaTek Kompanio 500,3.8,5944,681,22990,25451,MediaTek MediaTek Kompanio 500 Processor,4 GB DDR4 RAM,29.46 cm (11.6 inch) Touchscreen Display,,,,,,,,,
Lenovo Ryzen 5 Hexa Core 5600H,0,0,0,59490,89490,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,256 GB SSD,,,,,,,,,
acer Aspire 3 Core i3 8th Gen,4,1080,145,34002,44999,Intel Core i3 Processor (8th Gen),4 GB DDR4 RAM,1 TB HDD,,,,,,,,,
DELL Inspiron Core i5 11th Gen,4.2,166,14,67990,101639,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,,,,,,,,,
Lenovo IdeaPad 1 Celeron Dual Core,3.8,13,1,24499,32090,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,128 GB SSD,,,,,,,,,
ASUS VivoBook 15 (2021) Core i3 11th Gen,3.7,368,39,34250,49990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD,,,,,,,,,
ASUS Core i3 10th Gen,4.4,1969,248,33990,50990,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
HP Pavilion Gaming Ryzen 5 Hexa Core AMD R5,4.1,1617,165,62990,68192,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,1 TB HDD,,,,,,,,,
Lenovo IdeaPad Gaming 3 Core i5 11th Gen,3.9,117,15,57990,92320,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
Infinix INBook X2 Plus Core i3 11th Gen,4.1,146,32,40990,49990,Intel Core i3 Processor (11th Gen),8 GB LPDDR4X RAM,512 GB SSD,,,,,,,,,
DELL Inspiron Ryzen 3 Dual Core 3250U,4.5,4,0,40790,50132,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,256 GB SSD,,,,,,,,,
MSI Core i3 12th Gen,0,0,0,45490,58990,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
ASUS Core i3 10th Gen,4.7,12,0,33990,45499,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
HP Pavilion Ryzen 5 Hexa Core 5625U,4.5,199,15,63990,72536,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,512 GB SSD,,,,,,,,,
